case_id,activity,timestamp_start,timestamp_end,resource,department,team
MAN-00003,Step_5,2025-06-28 21:47:15.134113+02:00,2025-06-30 03:27:38.838047+02:00,Res_2,Manufacturing,Plant-B
MAN-00004,Step_1,2025-06-29 10:54:00+02:00,2025-06-30 01:17:54.444327+02:00,Res_9,Manufacturing,Plant-B
MAN-00004,Step_2,2025-06-30 14:22:26.128045+02:00,2025-07-01 00:26:31.295648+02:00,Res_9,Manufacturing,Plant-B
MAN-00004,Step_3,2025-07-01 12:15:37.746610+02:00,2025-07-02 05:02:45.183728+02:00,Res_7,Manufacturing,Plant-B
MAN-00004,Step_4,2025-07-03 01:56:07.029898+02:00,2025-07-03 12:17:58.373489+02:00,Res_9,Manufacturing,Plant-B
MAN-00004,Step_5,2025-07-03 22:17:53.993985+02:00,2025-07-04 08:49:24.450585+02:00,Res_3,Manufacturing,Plant-B
MAN-00005,Step_1,2025-06-02 13:12:00+02:00,2025-06-02 19:50:30.132153+02:00,Res_1,Manufacturing,Plant-B
MAN-00005,Step_2,2025-06-03 09:23:00.948035+02:00,2025-06-04 01:37:24.015056+02:00,Res_7,Manufacturing,Plant-B
MAN-00005,Step_3,2025-06-04 20:13:53.024327+02:00,2025-06-05 08:44:41.353228+02:00,Res_8,Manufacturing,Plant-B
MAN-00005,Step_4,2025-06-06 00:47:38.789344+02:00,2025-06-06 06:06:37.410519+02:00,Res_7,Manufacturing,Plant-B
MAN-00005,Step_5,2025-06-06 23:59:58.935453+02:00,2025-06-07 08:37:33.658560+02:00,Res_5,Manufacturing,Plant-B
MAN-00006,Step_1,2025-07-02 11:39:00+02:00,2025-07-02 21:57:13.780881+02:00,Res_4,Manufacturing,Plant-B
MAN-00006,Step_2,2025-07-03 17:21:15.999405+02:00,2025-07-03 23:30:22.534096+02:00,Res_9,Manufacturing,Plant-B
MAN-00006,Step_3,2025-07-04 13:24:22.867212+02:00,2025-07-05 09:20:36.904146+02:00,Res_3,Manufacturing,Plant-B
MAN-00006,Step_4,2025-07-05 16:13:50.579040+02:00,2025-07-06 07:18:47.302837+02:00,Res_8,Manufacturing,Plant-B
MAN-00006,Step_5,2025-07-06 23:12:18.351791+02:00,2025-07-07 14:08:26.006581+02:00,Res_4,Manufacturing,Plant-B
MAN-00007,Step_1,2025-07-15 17:00:00+02:00,2025-07-16 08:54:55.659316+02:00,Res_2,Manufacturing,Plant-B
MAN-00007,Step_2,2025-07-16 21:11:43.166947+02:00,2025-07-17 10:17:53.866387+02:00,Res_3,Manufacturing,Plant-B
MAN-00007,Step_3,2025-07-17 21:10:56.587031+02:00,2025-07-18 15:26:56.839865+02:00,Res_2,Manufacturing,Plant-B
MAN-00007,Step_4,2025-07-18 22:36:46.927783+02:00,2025-07-19 06:56:45.174359+02:00,Res_1,Manufacturing,Plant-B
MAN-00007,Step_5,2025-07-19 22:20:19.052247+02:00,2025-07-20 12:25:42.895403+02:00,Res_6,Manufacturing,Plant-B
MAN-00008,Step_1,2025-06-14 09:36:00+02:00,2025-06-14 16:52:55.952114+02:00,Res_8,Manufacturing,Plant-B
MAN-00008,Step_2,2025-06-15 02:03:07.535402+02:00,2025-06-15 13:33:39.539262+02:00,Res_2,Manufacturing,Plant-B
MAN-00008,Step_3,2025-06-16 06:07:38.715883+02:00,2025-06-17 08:14:00.236092+02:00,Res_5,Manufacturing,Plant-B
MAN-00008,Step_4,2025-06-17 15:16:50.598704+02:00,2025-06-18 08:10:27.060795+02:00,Res_6,Manufacturing,Plant-B
MAN-00008,Step_5,2025-06-19 00:50:44.440151+02:00,2025-06-19 11:29:11.595069+02:00,Res_2,Manufacturing,Plant-B
MAN-00009,Step_1,2025-07-02 08:23:00+02:00,2025-07-03 00:56:43.767536+02:00,Res_5,Manufacturing,Plant-B
MAN-00009,Step_2,2025-07-03 09:09:57.834446+02:00,2025-07-03 17:11:06.346420+02:00,Res_8,Manufacturing,Plant-B
MAN-00009,Step_3,2025-07-04 08:43:12.391154+02:00,2025-07-04 16:46:06.030919+02:00,Res_8,Manufacturing,Plant-B
MAN-00009,Step_4,2025-07-05 00:33:36.495892+02:00,2025-07-05 08:18:05.255207+02:00,Res_3,Manufacturing,Plant-B
MAN-00009,Step_5,2025-07-05 18:18:27.815839+02:00,2025-07-06 01:46:29.068103+02:00,Res_4,Manufacturing,Plant-B
MAN-00010,Step_1,2025-06-08 08:59:00+02:00,2025-06-08 21:46:48.522045+02:00,Res_2,Manufacturing,Plant-B
MAN-00010,Step_2,2025-06-09 06:25:22.374449+02:00,2025-06-09 10:28:59.849543+02:00,Res_1,Manufacturing,Plant-B
MAN-00010,Step_3,2025-06-10 02:19:37.791441+02:00,2025-06-10 14:01:42.535987+02:00,Res_8,Manufacturing,Plant-B
MAN-00010,Step_4,2025-06-11 02:25:53.205377+02:00,2025-06-12 01:08:13.414343+02:00,Res_8,Manufacturing,Plant-B
MAN-00010,Step_5,2025-06-12 07:50:21.125470+02:00,2025-06-15 12:51:35.055734+02:00,Res_7,Manufacturing,Plant-B
MAN-00011,Step_1,2025-06-15 12:07:00+02:00,2025-06-15 22:37:59.876091+02:00,Res_4,Manufacturing,Plant-B
MAN-00011,Step_2,2025-06-16 09:42:17.051821+02:00,2025-06-19 13:20:21.104927+02:00,Res_2,Manufacturing,Plant-B
MAN-00011,Step_3,2025-06-20 01:04:35.638519+02:00,2025-06-21 14:33:20.699443+02:00,Res_1,Manufacturing,Plant-B
MAN-00011,Step_4,2025-06-21 23:32:13.074863+02:00,2025-06-22 09:43:32.390612+02:00,Res_3,Manufacturing,Plant-B
MAN-00011,Step_5,2025-06-23 00:57:32.092616+02:00,2025-06-23 06:07:56.403711+02:00,Res_9,Manufacturing,Plant-B
MAN-00012,Step_1,2025-07-21 07:19:00+02:00,2025-07-22 11:10:43.877856+02:00,Res_6,Manufacturing,Plant-B
MAN-00012,Step_2,2025-07-22 23:55:43.748712+02:00,2025-07-23 08:13:40.654890+02:00,Res_8,Manufacturing,Plant-B
MAN-00012,Step_3,2025-07-24 03:03:17.178361+02:00,2025-07-24 12:10:27.973055+02:00,Res_7,Manufacturing,Plant-B
MAN-00012,Step_4,2025-07-25 04:09:56.786372+02:00,2025-07-25 11:34:01.346814+02:00,Res_4,Manufacturing,Plant-B
MAN-00012,Step_5,2025-07-25 23:15:35.430904+02:00,2025-07-26 07:18:13.546240+02:00,Res_8,Manufacturing,Plant-B
MAN-00013,Step_1,2025-07-16 09:24:00+02:00,2025-07-16 18:08:59.473637+02:00,Res_1,Manufacturing,Plant-B
MAN-00013,Step_2,2025-07-17 17:40:13.267945+02:00,2025-07-20 14:10:57.712456+02:00,Res_5,Manufacturing,Plant-B
MAN-00013,Step_3,2025-07-20 22:44:56.987341+02:00,2025-07-21 04:02:58.623109+02:00,Res_2,Manufacturing,Plant-B
MAN-00013,Step_4,2025-07-21 13:06:18.806583+02:00,2025-07-21 23:54:18.286014+02:00,Res_6,Manufacturing,Plant-B
MAN-00013,Step_5,2025-07-22 19:36:29.167214+02:00,2025-07-24 17:59:55.485746+02:00,Res_9,Manufacturing,Plant-B
MAN-00014,Step_1,2025-07-20 07:43:00+02:00,2025-07-20 17:57:52.848122+02:00,Res_3,Manufacturing,Plant-B
MAN-00014,Step_2,2025-07-21 08:31:42.125485+02:00,2025-07-21 21:48:05.955117+02:00,Res_8,Manufacturing,Plant-B
MAN-00014,Step_3,2025-07-22 16:09:14.862742+02:00,2025-07-23 07:13:20.919598+02:00,Res_9,Manufacturing,Plant-B
MAN-00014,Step_4,2025-07-24 03:42:00.270035+02:00,2025-07-24 22:08:11.478958+02:00,Res_6,Manufacturing,Plant-B
MAN-00014,Step_5,2025-07-25 17:30:06.630703+02:00,2025-07-26 01:13:23.938123+02:00,Res_9,Manufacturing,Plant-B
MAN-00015,Step_1,2025-07-29 13:25:00+02:00,2025-07-30 04:51:09.105629+02:00,Res_1,Manufacturing,Plant-B
MAN-00015,Step_2,2025-07-30 14:03:51.738571+02:00,2025-07-30 23:14:40.790325+02:00,Res_8,Manufacturing,Plant-B
MAN-00015,Step_3,2025-07-31 12:59:57.194486+02:00,2025-07-31 22:39:40.167042+02:00,Res_7,Manufacturing,Plant-B
MAN-00015,Step_4,2025-08-01 09:59:03.252358+02:00,2025-08-01 18:07:15.166210+02:00,Res_5,Manufacturing,Plant-B
MAN-00015,Step_5,2025-08-01 23:57:21.563041+02:00,2025-08-02 10:09:57.627070+02:00,Res_9,Manufacturing,Plant-B
MAN-00016,Step_1,2025-06-11 07:33:00+02:00,2025-06-11 18:11:27.488131+02:00,Res_4,Manufacturing,Plant-B
MAN-00016,Step_2,2025-06-12 09:39:18.705523+02:00,2025-06-12 16:33:37.062650+02:00,Res_4,Manufacturing,Plant-B
MAN-00016,Step_3,2025-06-13 00:56:09.909357+02:00,2025-06-13 11:40:42.518520+02:00,Res_4,Manufacturing,Plant-B
MAN-00016,Step_4,2025-06-13 23:16:56.598845+02:00,2025-06-15 07:52:14.809993+02:00,Res_5,Manufacturing,Plant-B
MAN-00016,Step_5,2025-06-15 13:54:57.902645+02:00,2025-06-15 22:04:30.695569+02:00,Res_9,Manufacturing,Plant-B
MAN-00017,Step_1,2025-06-04 10:20:00+02:00,2025-06-04 21:10:44.755190+02:00,Res_3,Manufacturing,Plant-B
MAN-00017,Step_2,2025-06-05 17:40:40.971165+02:00,2025-06-06 02:33:37.076158+02:00,Res_6,Manufacturing,Plant-B
MAN-00017,Step_3,2025-06-07 05:59:40.935909+02:00,2025-06-07 14:02:16.174885+02:00,Res_5,Manufacturing,Plant-B
MAN-00017,Step_4,2025-06-08 02:49:53.759155+02:00,2025-06-08 13:12:58.201671+02:00,Res_5,Manufacturing,Plant-B
MAN-00017,Step_5,2025-06-08 20:15:25.085672+02:00,2025-06-09 06:37:43.952020+02:00,Res_4,Manufacturing,Plant-B
MAN-00018,Step_1,2025-06-11 15:24:00+02:00,2025-06-11 20:42:58.562622+02:00,Res_6,Manufacturing,Plant-B
MAN-00018,Step_2,2025-06-12 11:09:33.773776+02:00,2025-06-13 11:34:20.926919+02:00,Res_5,Manufacturing,Plant-B
MAN-00018,Step_3,2025-06-14 00:50:26.255347+02:00,2025-06-14 10:33:50.501166+02:00,Res_8,Manufacturing,Plant-B
MAN-00018,Step_4,2025-06-15 00:15:02.015324+02:00,2025-06-15 06:56:51.627412+02:00,Res_1,Manufacturing,Plant-B
MAN-00018,Step_5,2025-06-16 06:29:32.590822+02:00,2025-06-16 17:56:08.066507+02:00,Res_7,Manufacturing,Plant-B
MAN-00019,Step_1,2025-06-27 11:46:00+02:00,2025-06-27 19:46:12.020775+02:00,Res_2,Manufacturing,Plant-B
MAN-00019,Step_2,2025-06-28 12:30:24.607406+02:00,2025-06-29 03:27:37.648230+02:00,Res_9,Manufacturing,Plant-B
MAN-00019,Step_3,2025-06-29 15:56:52.009420+02:00,2025-06-30 02:31:09.516458+02:00,Res_3,Manufacturing,Plant-B
MAN-00019,Step_4,2025-06-30 07:48:51.954267+02:00,2025-06-30 19:02:10.937012+02:00,Res_1,Manufacturing,Plant-B
MAN-00019,Step_5,2025-07-01 02:51:33.367195+02:00,2025-07-01 17:21:44.522221+02:00,Res_8,Manufacturing,Plant-B
MAN-00020,Step_1,2025-07-25 10:32:00+02:00,2025-07-26 00:28:58.528835+02:00,Res_4,Manufacturing,Plant-B
MAN-00020,Step_2,2025-07-26 13:09:35.459615+02:00,2025-07-27 13:49:31.334009+02:00,Res_9,Manufacturing,Plant-B
MAN-00020,Step_3,2025-07-27 21:33:33.409182+02:00,2025-07-28 11:27:58.525477+02:00,Res_2,Manufacturing,Plant-B
MAN-00020,Step_4,2025-07-28 19:06:41.305231+02:00,2025-07-31 12:54:19.508102+02:00,Res_8,Manufacturing,Plant-B
MAN-00020,Step_5,2025-08-01 05:03:44.599410+02:00,2025-08-01 13:45:14.133723+02:00,Res_1,Manufacturing,Plant-B
MAN-00021,Step_1,2025-06-25 12:07:00+02:00,2025-06-26 05:32:38.735902+02:00,Res_2,Manufacturing,Plant-B
MAN-00021,Step_2,2025-06-27 04:59:18.664488+02:00,2025-06-28 03:36:48.167340+02:00,Res_6,Manufacturing,Plant-B
MAN-00021,Step_3,2025-06-28 15:55:18.499083+02:00,2025-06-29 08:45:24.450748+02:00,Res_7,Manufacturing,Plant-B
MAN-00021,Step_4,2025-06-29 18:19:55.324141+02:00,2025-06-30 03:05:30.450302+02:00,Res_1,Manufacturing,Plant-B
MAN-00021,Step_5,2025-06-30 17:31:34.585816+02:00,2025-07-01 12:03:02.833135+02:00,Res_1,Manufacturing,Plant-B
MAN-00022,Step_1,2025-06-24 14:53:00+02:00,2025-06-25 04:45:40.504513+02:00,Res_2,Manufacturing,Plant-B
MAN-00022,Step_2,2025-06-25 16:57:23.119214+02:00,2025-06-26 04:50:48.834389+02:00,Res_7,Manufacturing,Plant-B
MAN-00022,Step_3,2025-06-26 16:27:33.304441+02:00,2025-06-26 23:29:59.110369+02:00,Res_9,Manufacturing,Plant-B
MAN-00022,Step_4,2025-06-27 17:08:46.563099+02:00,2025-06-28 11:29:21.257818+02:00,Res_7,Manufacturing,Plant-B
MAN-00022,Step_5,2025-06-28 22:09:05.663599+02:00,2025-06-29 07:45:31.501340+02:00,Res_7,Manufacturing,Plant-B
MAN-00023,Step_1,2025-07-26 09:22:00+02:00,2025-07-26 22:49:01.900915+02:00,Res_9,Manufacturing,Plant-B
MAN-00023,Step_2,2025-07-27 09:14:25.545977+02:00,2025-07-27 19:13:59.097677+02:00,Res_9,Manufacturing,Plant-B
MAN-00023,Step_3,2025-07-28 04:54:09.819260+02:00,2025-07-28 23:11:47.118086+02:00,Res_8,Manufacturing,Plant-B
MAN-00023,Step_4,2025-07-29 16:53:46.636166+02:00,2025-07-30 05:54:52.522815+02:00,Res_3,Manufacturing,Plant-B
MAN-00023,Step_5,2025-07-31 00:47:52.451298+02:00,2025-07-31 18:26:43.193021+02:00,Res_4,Manufacturing,Plant-B
MAN-00024,Step_1,2025-06-28 13:15:00+02:00,2025-06-28 22:51:24.831209+02:00,Res_4,Manufacturing,Plant-B
MAN-00024,Step_2,2025-06-29 17:44:13.079371+02:00,2025-06-30 07:29:52.808526+02:00,Res_4,Manufacturing,Plant-B
MAN-00024,Step_3,2025-07-01 02:25:39.024388+02:00,2025-07-01 14:09:03.805687+02:00,Res_3,Manufacturing,Plant-B
MAN-00024,Step_4,2025-07-02 06:06:20.491280+02:00,2025-07-02 16:49:53.228001+02:00,Res_7,Manufacturing,Plant-B
MAN-00024,Step_5,2025-07-03 11:49:58.772445+02:00,2025-07-03 20:58:51.906720+02:00,Res_2,Manufacturing,Plant-B
MAN-00025,Step_1,2025-07-29 17:32:00+02:00,2025-07-30 01:02:15.756641+02:00,Res_6,Manufacturing,Plant-B
MAN-00025,Step_2,2025-07-31 04:31:45.712396+02:00,2025-07-31 16:16:09.783882+02:00,Res_1,Manufacturing,Plant-B
MAN-00025,Step_3,2025-07-31 23:04:14.381830+02:00,2025-08-01 08:00:55.591705+02:00,Res_5,Manufacturing,Plant-B
MAN-00025,Step_4,2025-08-01 20:23:41.492068+02:00,2025-08-02 00:51:43.735373+02:00,Res_3,Manufacturing,Plant-B
MAN-00025,Step_5,2025-08-02 12:19:25.861347+02:00,2025-08-03 05:02:46.393577+02:00,Res_8,Manufacturing,Plant-B
MAN-00026,Step_1,2025-07-28 17:16:00+02:00,2025-07-29 01:08:37.618915+02:00,Res_6,Manufacturing,Plant-B
MAN-00026,Step_2,2025-07-30 03:40:52.801410+02:00,2025-07-30 14:57:42.148821+02:00,Res_2,Manufacturing,Plant-B
MAN-00026,Step_3,2025-07-31 16:33:55.842953+02:00,2025-08-01 03:34:48.986749+02:00,Res_2,Manufacturing,Plant-B
MAN-00026,Step_4,2025-08-01 11:24:22.673748+02:00,2025-08-01 20:05:25.965776+02:00,Res_7,Manufacturing,Plant-B
MAN-00026,Step_5,2025-08-02 13:31:56.081148+02:00,2025-08-03 01:54:16.774029+02:00,Res_9,Manufacturing,Plant-B
MAN-00027,Step_1,2025-06-30 14:37:00+02:00,2025-06-30 23:28:53.669663+02:00,Res_3,Manufacturing,Plant-B
MAN-00027,Step_2,2025-07-02 04:24:34.797345+02:00,2025-07-02 13:39:52.688077+02:00,Res_8,Manufacturing,Plant-B
MAN-00027,Step_3,2025-07-03 03:38:02.452885+02:00,2025-07-03 15:27:42.866959+02:00,Res_9,Manufacturing,Plant-B
MAN-00027,Step_4,2025-07-04 10:57:09.458134+02:00,2025-07-04 21:11:47.655391+02:00,Res_9,Manufacturing,Plant-B
MAN-00027,Step_5,2025-07-05 13:58:52.859023+02:00,2025-07-05 23:01:52.788937+02:00,Res_3,Manufacturing,Plant-B
MAN-00028,Step_1,2025-07-04 14:00:00+02:00,2025-07-05 05:13:59.194725+02:00,Res_5,Manufacturing,Plant-B
MAN-00028,Step_2,2025-07-05 17:23:12.423639+02:00,2025-07-05 23:36:37.418708+02:00,Res_8,Manufacturing,Plant-B
MAN-00028,Step_3,2025-07-06 11:15:58.273932+02:00,2025-07-07 05:59:05.993422+02:00,Res_6,Manufacturing,Plant-B
MAN-00028,Step_4,2025-07-07 21:15:41.922777+02:00,2025-07-08 06:12:33.385512+02:00,Res_4,Manufacturing,Plant-B
MAN-00028,Step_5,2025-07-09 00:20:12.114628+02:00,2025-07-09 18:12:17.208263+02:00,Res_4,Manufacturing,Plant-B
MAN-00029,Step_1,2025-07-13 09:23:00+02:00,2025-07-13 13:44:04.996215+02:00,Res_8,Manufacturing,Plant-B
MAN-00029,Step_2,2025-07-14 06:55:35.241303+02:00,2025-07-14 15:31:23.677758+02:00,Res_6,Manufacturing,Plant-B
MAN-00029,Step_3,2025-07-15 00:11:46.035141+02:00,2025-07-15 07:34:23.173540+02:00,Res_1,Manufacturing,Plant-B
MAN-00029,Step_4,2025-07-15 21:44:43.507026+02:00,2025-07-16 11:57:20.963526+02:00,Res_2,Manufacturing,Plant-B
MAN-00029,Step_5,2025-07-17 01:30:00.400952+02:00,2025-07-17 18:10:27.617754+02:00,Res_5,Manufacturing,Plant-B
MAN-00030,Step_1,2025-06-28 16:08:00+02:00,2025-06-29 00:09:47.037498+02:00,Res_9,Manufacturing,Plant-B
MAN-00030,Step_2,2025-06-29 11:25:21.212772+02:00,2025-06-30 01:37:42.706031+02:00,Res_7,Manufacturing,Plant-B
MAN-00030,Step_3,2025-06-30 08:25:08.317103+02:00,2025-06-30 15:02:31.430579+02:00,Res_6,Manufacturing,Plant-B
MAN-00030,Step_4,2025-07-01 00:54:28.406593+02:00,2025-07-01 15:57:59.525550+02:00,Res_5,Manufacturing,Plant-B
MAN-00030,Step_5,2025-07-02 02:06:06.144673+02:00,2025-07-02 16:52:04.882270+02:00,Res_4,Manufacturing,Plant-B
MAN-00031,Step_1,2025-07-23 07:04:00+02:00,2025-07-23 17:09:53.191520+02:00,Res_7,Manufacturing,Plant-B
MAN-00031,Step_2,2025-07-24 04:11:44.229976+02:00,2025-07-24 20:14:40.756759+02:00,Res_6,Manufacturing,Plant-B
MAN-00031,Step_3,2025-07-25 19:21:10.140584+02:00,2025-07-26 08:40:21.233351+02:00,Res_9,Manufacturing,Plant-B
MAN-00031,Step_4,2025-07-27 05:12:01.746823+02:00,2025-07-27 18:33:21.211884+02:00,Res_8,Manufacturing,Plant-B
MAN-00031,Step_5,2025-07-28 12:27:16.697410+02:00,2025-07-29 00:54:21.375580+02:00,Res_2,Manufacturing,Plant-B
MAN-00032,Step_1,2025-06-01 07:11:00+02:00,2025-06-01 20:50:18.982363+02:00,Res_4,Manufacturing,Plant-B
MAN-00032,Step_2,2025-06-02 08:05:24.314092+02:00,2025-06-02 17:49:01.805270+02:00,Res_3,Manufacturing,Plant-B
MAN-00032,Step_3,2025-06-03 20:07:55.981134+02:00,2025-06-04 05:03:36.575007+02:00,Res_3,Manufacturing,Plant-B
MAN-00032,Step_4,2025-06-04 20:20:57.776100+02:00,2025-06-05 06:55:34.764975+02:00,Res_7,Manufacturing,Plant-B
MAN-00032,Step_5,2025-06-05 16:07:02.912024+02:00,2025-06-06 14:14:59.471953+02:00,Res_5,Manufacturing,Plant-B
MAN-00033,Step_1,2025-06-28 16:33:00+02:00,2025-06-29 05:40:55.471574+02:00,Res_4,Manufacturing,Plant-B
MAN-00033,Step_2,2025-06-29 14:12:18.318366+02:00,2025-07-01 17:40:12.206252+02:00,Res_8,Manufacturing,Plant-B
MAN-00033,Step_3,2025-07-02 05:33:37.081557+02:00,2025-07-02 15:54:11.834389+02:00,Res_3,Manufacturing,Plant-B
MAN-00033,Step_4,2025-07-03 08:27:07.464688+02:00,2025-07-03 18:28:09.968585+02:00,Res_8,Manufacturing,Plant-B
MAN-00033,Step_5,2025-07-04 06:35:06.620425+02:00,2025-07-04 21:03:46.152833+02:00,Res_8,Manufacturing,Plant-B
MAN-00034,Step_1,2025-07-09 13:04:00+02:00,2025-07-10 04:26:00.285077+02:00,Res_8,Manufacturing,Plant-B
MAN-00034,Step_2,2025-07-10 20:56:04.542817+02:00,2025-07-11 10:28:13.309478+02:00,Res_4,Manufacturing,Plant-B
MAN-00034,Step_3,2025-07-11 16:29:56.928779+02:00,2025-07-12 03:53:56.283571+02:00,Res_2,Manufacturing,Plant-B
MAN-00034,Step_4,2025-07-12 12:20:19.083369+02:00,2025-07-13 05:11:01.962317+02:00,Res_2,Manufacturing,Plant-B
MAN-00034,Step_5,2025-07-13 20:53:13.780382+02:00,2025-07-14 04:07:24.772549+02:00,Res_8,Manufacturing,Plant-B
MAN-00035,Step_1,2025-07-14 08:38:00+02:00,2025-07-14 14:51:35.486561+02:00,Res_1,Manufacturing,Plant-B
MAN-00035,Step_2,2025-07-15 12:03:36.197968+02:00,2025-07-15 21:28:46.491458+02:00,Res_5,Manufacturing,Plant-B
MAN-00035,Step_3,2025-07-16 03:16:07.566816+02:00,2025-07-16 14:58:06.928182+02:00,Res_9,Manufacturing,Plant-B
MAN-00035,Step_4,2025-07-17 14:57:11.534471+02:00,2025-07-17 22:43:02.941993+02:00,Res_9,Manufacturing,Plant-B
MAN-00035,Step_5,2025-07-18 10:14:29.729262+02:00,2025-07-18 18:40:28.401765+02:00,Res_3,Manufacturing,Plant-B
MAN-00036,Step_1,2025-07-19 17:11:00+02:00,2025-07-20 03:21:18.434874+02:00,Res_9,Manufacturing,Plant-B
MAN-00036,Step_2,2025-07-20 23:47:59.790374+02:00,2025-07-21 14:38:46.873709+02:00,Res_4,Manufacturing,Plant-B
MAN-00036,Step_3,2025-07-21 23:53:55.603444+02:00,2025-07-22 13:41:10.718567+02:00,Res_8,Manufacturing,Plant-B
MAN-00036,Step_4,2025-07-23 08:15:32.155218+02:00,2025-07-23 17:59:19.505607+02:00,Res_6,Manufacturing,Plant-B
MAN-00036,Step_5,2025-07-24 04:50:23.839649+02:00,2025-07-24 16:47:04.200416+02:00,Res_3,Manufacturing,Plant-B
MAN-00037,Step_1,2025-06-03 14:43:00+02:00,2025-06-03 23:02:26.480987+02:00,Res_6,Manufacturing,Plant-B
MAN-00037,Step_2,2025-06-04 09:51:58.059305+02:00,2025-06-04 20:13:02.793851+02:00,Res_7,Manufacturing,Plant-B
MAN-00037,Step_3,2025-06-05 04:42:00.559365+02:00,2025-06-05 19:11:55.553966+02:00,Res_6,Manufacturing,Plant-B
MAN-00037,Step_4,2025-06-06 06:51:34.982594+02:00,2025-06-06 18:35:29.624932+02:00,Res_4,Manufacturing,Plant-B
MAN-00037,Step_5,2025-06-07 05:52:41.302518+02:00,2025-06-08 00:20:50.141560+02:00,Res_1,Manufacturing,Plant-B
MAN-00038,Step_1,2025-07-16 08:31:00+02:00,2025-07-16 23:36:55.909734+02:00,Res_3,Manufacturing,Plant-B
MAN-00038,Step_2,2025-07-18 00:37:56.048938+02:00,2025-07-18 19:24:03.647959+02:00,Res_8,Manufacturing,Plant-B
MAN-00038,Step_3,2025-07-19 04:24:14.707893+02:00,2025-07-19 14:07:55.703797+02:00,Res_2,Manufacturing,Plant-B
MAN-00038,Step_4,2025-07-19 20:48:23.048323+02:00,2025-07-20 10:19:04.035676+02:00,Res_6,Manufacturing,Plant-B
MAN-00038,Step_5,2025-07-20 20:38:58.805755+02:00,2025-07-21 04:43:03.270543+02:00,Res_9,Manufacturing,Plant-B
MAN-00039,Step_1,2025-06-15 11:58:00+02:00,2025-06-16 02:04:08.588782+02:00,Res_3,Manufacturing,Plant-B
MAN-00039,Step_2,2025-06-16 16:51:51.320131+02:00,2025-06-17 02:26:59.599662+02:00,Res_7,Manufacturing,Plant-B
MAN-00039,Step_3,2025-06-17 21:34:58.701761+02:00,2025-06-18 13:56:38.615873+02:00,Res_5,Manufacturing,Plant-B
MAN-00039,Step_4,2025-06-19 02:54:04.400753+02:00,2025-06-19 12:55:13.549531+02:00,Res_4,Manufacturing,Plant-B
MAN-00039,Step_5,2025-06-20 12:03:36.444425+02:00,2025-06-20 21:48:23.417276+02:00,Res_1,Manufacturing,Plant-B
MAN-00040,Step_1,2025-06-04 15:30:00+02:00,2025-06-05 12:04:58.645002+02:00,Res_9,Manufacturing,Plant-B
MAN-00040,Step_2,2025-06-05 22:49:01.234285+02:00,2025-06-06 09:21:22.923194+02:00,Res_3,Manufacturing,Plant-B
MAN-00040,Step_3,2025-06-06 16:53:19.807699+02:00,2025-06-07 14:12:10.579186+02:00,Res_6,Manufacturing,Plant-B
MAN-00040,Step_4,2025-06-08 02:56:30.850039+02:00,2025-06-08 09:49:27.466061+02:00,Res_8,Manufacturing,Plant-B
MAN-00040,Step_5,2025-06-09 06:27:53.543124+02:00,2025-06-09 19:52:40.442207+02:00,Res_7,Manufacturing,Plant-B
